name,discovered,method,orbit_days,radius_earths,distance_ly
WASP-45 b,2011,Transit,3.1261,10.6,688.8
Kepler-1834 c,2023,Transit,0.76669,1.22,1632.1
HATS-47 b,2020,Transit,3.9228,12.52,980.7
GJ 15 A c,2018,Radial Velocity,7600.0,6.67,11.6
Kepler-763 c,2023,Transit,4.0967,1.42,3139.1
Kepler-347 d,2023,Transit,85.517,3.04,4236.4
EPIC 248847494 b,2018,Transit,3650.0,12.44,1800.0
WASP-184 b,2019,Transit,5.1817,14.91,2163.2
WASP-185 b,2019,Transit,9.3875,14.01,911.1
Kepler-290 d,2023,Transit,0.76402,0.86,2265.6
Kepler-549 d,2023,Transit,24.615,4.2,2071.6
KMT-2017-BLG-0165L b,2018,Microlensing,,6.45,14774.9
Kepler-865 c,2023,Transit,6.2092,0.89,1911.7
TOI-150.01,2019,Transit,5.8575,14.07,1096.8
GJ 682 c,2014,Radial Velocity,57.32,2.89,16.3
OGLE-2015-BLG-1649L b,2019,Microlensing,,13.2,13796.4
Kepler-2000 c,2023,Transit,20.618,1.57,1045.6
Kepler-448 c,2017,Transit Timing Variations,2500.0,12.0,1302.7
MOA-bin-29 b,2019,Microlensing,,14.1,23222.3
TOI-4562 c,2024,Transit Timing Variations,3990.0,12.8,1107.6
HD 50554 d,2026,Transit,28.069,1.41,101.7
HD 97048 b,2019,Disk Kinematics,,13.3,599.7
7 CMa b,2011,Radial Velocity,735.1,13.4,64.6
Kepler-1983 b,2023,Transit,7.3285,2.33,1384.3
NGTS-8 b,2019,Transit,2.4997,12.22,1399.1
EPIC 205950854 c,2019,Transit,8.0507,1.31,795.6
7 CMa c,2019,Radial Velocity,996.0,13.9,64.6
Kepler-1990 c,2023,Transit,4.0684,0.98,1280.9
HD 220197 b,2018,Radial Velocity,1728.0,9.32,210.1
K2-43 c,2019,Transit,2.1989,2.42,595.4
Kepler-763 d,2023,Transit,6.5033,1.67,3139.1
Kepler-1162 c,2023,Transit,59.284,1.81,3066.6
HD 213885 b,2019,Transit,1.008,1.74,156.8
Kepler-896 c,2023,Transit,29.542,3.15,7615.5
Kepler-1982 b,2023,Transit,3.8232,0.77,1822.7
HD 213885 c,2019,Radial Velocity,4.785,4.71,156.8
HAT-P-69 b,2019,Transit,4.7869,18.79,1113.0
Kepler-2000 b,2023,Transit,6.3832,2.73,1045.6
TOI-763 c,2020,Transit,12.274,2.63,310.3
TOI-905 b,2020,Transit,3.7395,13.13,517.4
TOI-564 b,2020,Transit,1.6511,11.43,650.9
Kepler-29 b,2011,Transit,10.34,2.55,2715.4
Kepler-1674 b,2020,Transit,62.561,3.21,3302.3
Kepler-1675 b,2020,Transit,63.038,3.12,2123.7
HD 108236 b,2020,Transit,3.796,1.62,210.7
HD 164922 c,2016,Radial Velocity,75.74,3.66,71.8
KMT-2019-BLG-0842L b,2020,Microlensing,,3.19,10828.4
HD 108236 e,2020,Transit,19.59,3.08,210.7
WASP-150 b,2020,Transit,5.6442,11.99,1722.1
NGTS-13 b,2021,Transit,4.119,12.8,2112.2
MOA-2009-BLG-319L b,2010,Microlensing,,9.64,22994.0
Kepler-1685 b,2020,Transit,20.491,2.58,3724.3
Kepler-1686 b,2020,Transit,9.3099,1.43,2380.4
KMT-2016-BLG-2397L b,2020,Microlensing,,13.2,15916.4
OGLE-2017-BLG-0604L b,2020,Microlensing,,14.2,12883.2
OGLE-2017-BLG-1375L b,2020,Microlensing,,12.4,12817.9
NGTS-14 A b,2021,Transit,3.5357,4.98,1050.7
HD 13808 b,2021,Radial Velocity,14.181,3.35,92.1
OGLE-2015-BLG-1771L b,2020,Microlensing,,14.3,23059.2
OGLE-2018-BLG-1700L b,2020,Microlensing,,12.9,24787.9
Kepler-1687 b,2020,Transit,5.7795,1.66,1360.1
Kepler-1689 b,2020,Transit,8.483,0.95,959.3
Kepler-462 b,2016,Transit,84.687,3.0,1945.9
HD 4760 b,2021,Radial Velocity,434.0,12.3,1754.3
HD 110113 c,2021,Radial Velocity,6.744,2.11,346.7
HD 96992 b,2021,Radial Velocity,514.0,13.7,1291.8
KMT-2018-BLG-1292L b,2020,Microlensing,,12.9,11285.0
OGLE-2012-BLG-0838L b,2020,Microlensing,,8.39,20613.1
Kepler-1691 b,2020,Transit,3.8482,1.83,4134.6
Kepler-1692 b,2020,Transit,5.9597,1.11,1927.6
EPIC 201170410.02,2020,Transit,6.7987,1.05,437.0
Kepler-160 d,2020,Transit Timing Variations,30.0,,3056.1
Kepler-160 c,2014,Transit,13.699,3.76,3056.1
Kepler-1694 b,2020,Transit,3.8953,1.18,1674.3
Kepler-716 c,2020,Transit,3.97,1.39,2071.1
EPIC 201757695.02,2020,Transit,2.0478,0.91,1883.9
HD 110082 b,2021,Transit,10.183,3.2,342.8
Kepler-1664 b,2020,Transit,14.387,3.03,2044.0
Kepler-1001 c,2020,Transit,9.1819,1.58,3029.9
TOI-954 b,2020,Transit,3.685,9.55,778.8
K2-329 b,2020,Transit,12.455,8.68,760.7
HATS-49 b,2020,Transit,4.148,8.57,1058.1
TYC 8998-760-1 c,2020,Imaging,,12.33,308.6
Wendelstein-1 b,2020,Transit,2.6634,11.56,995.8
MOA-2013-BLG-220L b,2014,Microlensing,,13.2,21917.7
KMT-2016-BLG-1836L b,2019,Microlensing,,13.3,23157.1
OGLE-2013-BLG-0911L b,2019,Microlensing,,12.5,10502.2
BD-11 4672 c,2020,Radial Velocity,74.2,4.04,88.6
BD-11 4672 b,2014,Radial Velocity,1634.0,14.1,88.6
HIP 65 A b,2020,Transit,0.98097,22.75,201.5
TOI-481 b,2020,Transit,10.331,11.1,585.0
TIC 237913194 b,2020,Transit,15.169,12.52,998.2
OGLE-2016-BLG-1227L b,2020,Microlensing,,13.9,
TOI-157 b,2020,Transit,2.0845,14.41,1160.1
TOI-169 b,2020,Transit,2.2554,12.17,1330.2
Kepler-1700 b,2020,Transit,234.24,2.9,2340.5
Kepler-1666 b,2020,Transit,25.848,2.88,4498.9
Gl 686 b,2018,Radial Velocity,15.53,2.46,26.6
HD 180617 b,2018,Radial Velocity,105.91,3.53,19.3
HD 158259 e,2020,Radial Velocity,7.951,2.34,88.2
HD 158259 c,2020,Radial Velocity,3.432,2.23,88.2
HATS-37 A b,2020,Transit,4.3315,6.79,691.1
GJ 687 b,2014,Radial Velocity,38.142,4.32,14.8
GJ 2056 b,2020,Radial Velocity,69.971,4.17,92.8
TOI-237 b,2020,Transit,5.4361,1.44,124.2
HD 216520 c,2020,Radial Velocity,154.43,3.03,63.8
CoRoT-30 b,2020,Transit,9.0601,11.31,3366.7
CoRoT-31 b,2020,Transit,4.6294,16.37,6541.9
HIP 38594 b,2020,Radial Velocity,60.722,2.77,58.0
WASP-186 b,2020,Transit,5.0268,12.44,908.4
Kepler-29 c,2011,Transit,13.286,2.34,2715.4
Kepler-783 c,2020,Transit,7.054,2.33,1683.3
Kepler-1667 b,2020,Transit,83.578,2.98,2044.4
HIP 4845 b,2020,Radial Velocity,34.15,3.89,68.8
HIP 48714 b,2020,Radial Velocity,17.818,5.11,34.3
TOI-251 b,2021,Transit,4.9378,2.74,324.6
HAT-P-68 b,2020,Transit,2.2984,12.02,659.3
Kepler-177 b,2013,Transit,36.86,3.5,4681.8
Kepler-36 b,2012,Transit,13.868,1.5,1722.0
KOI-1783.01,2020,Transit,134.46,8.86,2823.6
Kepler-1668 b,2020,Transit,15.434,4.35,4356.3
Kepler-598 c,2020,Transit,86.495,3.02,2221.4
KMT-2019-BLG-1953L b,2020,Microlensing,,14.1,22961.4
Kepler-1514 c,2020,Transit,10.514,1.18,1295.8
KOI-1783.02,2020,Transit,284.21,5.44,2823.6
HD 156668 c,2021,Radial Velocity,811.3,6.17,79.4
HD 211403 b,2021,Radial Velocity,223.8,12.8,271.0
K2-344 b,2021,Transit,3.3559,1.59,245.2
HD 24040 c,2021,Radial Velocity,515.4,9.35,152.1
HD 3765 b,2021,Radial Velocity,1211.0,8.56,58.5
HD 213472 b,2021,Radial Velocity,17000.0,13.1,210.2
K2-348 c,2021,Transit,12.55,2.67,658.4
CD Cet b,2020,Radial Velocity,2.2907,1.82,28.1
G 264-012 b,2021,Radial Velocity,2.3054,1.39,52.2
K2-352 d,2021,Transit,14.871,2.23,574.2
K2-339 b,2021,Transit,19.507,1.92,1175.3
K2-282 b,2018,Transit,4.1698,2.5,1618.7
K2-156 b,2018,Transit,0.81314,1.1,489.9
TOI-257 b,2021,Transit,18.388,7.16,250.8
HAT-P-58 b,2021,Transit,4.0138,14.93,1681.6
HAT-P-59 b,2021,Transit,4.142,12.59,865.8
K2-268 d,2021,Transit,4.5286,1.49,1069.1
TOI-269 b,2021,Transit,3.6977,2.77,186.0
K2-268 f,2021,Transit,26.271,2.23,1069.1
K2-187 b,2018,Transit,0.77401,1.2,1079.3
K2-210 b,2018,Transit,0.57023,0.86,575.7
K2-32 b,2016,Transit,8.992,5.3,514.3
K2-32 e,2019,Transit,4.3493,1.21,514.3
HAT-P-64 b,2021,Transit,4.0072,19.09,2126.2
Kepler-129 c,2014,Transit,82.2,2.52,1333.5
K2-331 b,2021,Transit,9.399,1.79,689.6
EPIC 228836835 b,2021,Transit,0.72811,1.1,489.6
K2-32 c,2016,Transit,20.661,3.13,514.3
K2-32 d,2016,Transit,31.717,3.48,514.3
KIC 10068024 b,2021,Orbital Brightness Modulation,2.0735,13.4,2351.9
K2-350 b,2021,Transit,4.1639,1.54,1596.1
K2-353 b,2021,Transit,15.467,5.55,875.8
K2-137 b,2017,Transit,0.17972,0.64,322.5
EPIC 206042996 b,2019,Transit,5.2986,1.7,1473.5
NGTS-15 b,2021,Transit,3.2762,12.33,2565.2
K2-354 b,2021,Transit,3.7933,1.56,299.2
K2-330 b,2021,Transit,13.775,2.77,522.3
TOI-1333 b,2021,Transit,4.7202,15.65,653.9
HD 238090 b,2020,Radial Velocity,13.671,2.52,49.7
NGTS-18 b,2021,Transit,3.0513,13.56,3575.3
HD 136352 b,2019,Radial Velocity,11.578,1.66,47.9
K2-336 b,2021,Transit,21.195,1.22,780.5
GJ 414 A b,2021,Radial Velocity,50.8,2.63,38.8
BD+55 362 b,2021,Radial Velocity,265.59,14.0,171.5
HD 136352 d,2019,Radial Velocity,107.25,2.56,47.9
K2-337 b,2021,Transit,16.274,2.62,1375.2
K2-138 c,2017,Transit,3.56,2.3,660.7
KOI-1831 d,2018,Transit,34.169,1.13,1635.9
K2-340 b,2021,Transit,29.74,3.36,2407.5
K2-138 d,2017,Transit,5.4048,2.39,660.7
K2-138 e,2017,Transit,8.2615,3.39,660.7
EPIC 212297394 c,2021,Transit,5.214,2.27,1364.6
K2-138 f,2017,Transit,12.758,2.9,660.7
K2-100 b,2016,Transit,1.6739,3.88,616.3
TOI-2202 c,2021,Transit Timing Variations,24.674,13.4,769.5
KMT-2019-BLG-1715L b,2021,Microlensing,,13.2,12589.6
K2-349 b,2021,Transit,9.0322,1.38,1479.3
K2-350 c,2016,Transit,19.992,2.74,1596.1
K2-351 b,2021,Transit,7.8062,2.54,2265.9
GJ 740 b,2021,Radial Velocity,2.3776,1.53,36.2
HD 60292 b,2020,Radial Velocity,495.4,12.7,1028.1
TOI-1749 b,2021,Transit,2.3884,1.39,324.7
TOI-1749 d,2021,Transit,9.0497,2.52,324.7
KMT-2018-BLG-1025L b,2021,Microlensing,,2.34,21868.8
K2-185 b,2018,Transit,10.616,1.15,875.3
EPIC 212587672 c,2021,Transit,23.229,2.32,1043.9
HD 221420 b,2019,Radial Velocity,10090.0,12.0,101.6
K2-185 c,2018,Transit,52.713,2.39,875.3
TOI-1201 b,2021,Transit,2.492,2.42,123.6
HD 136925 b,2021,Radial Velocity,4540.0,13.9,156.1
HD 109286 b,2021,Radial Velocity,520.1,13.2,180.7
Kepler-1771 b,2021,Transit,88.644,4.06,1845.2
Kepler-1786 b,2021,Transit,78.546,3.16,2817.7
Kepler-1834 b,2021,Transit,4.603,1.46,1632.1
TOI-559 b,2021,Transit,6.9839,12.23,760.8
Kepler-418 c,2021,Transit,12.218,5.22,3269.8
Kepler-1801 b,2021,Transit,10.441,2.71,2737.5
Kepler-1838 b,2021,Transit,12.147,1.66,1471.8
Kepler-1839 b,2021,Transit,5.0568,1.95,3707.1
TOI-530 b,2021,Transit,6.3876,9.3,485.2
Kepler-1749 b,2021,Transit,14.534,1.61,874.8
Kepler-1841 b,2021,Transit,25.886,1.49,2060.3
Kepler-1842 b,2021,Transit,14.026,2.35,3012.2
HAT-P-43 b,2012,Transit,3.3326,13.63,1724.8
Kepler-1742 b,2021,Transit,49.478,2.18,2183.9
Kepler-1743 b,2021,Transit,7.6497,1.6,1757.4
Kepler-1741 b,2021,Transit,2.7576,1.27,883.0
Kepler-1810 b,2021,Transit,101.13,3.92,3293.8
Kepler-1812 b,2021,Transit,7.1652,2.32,4596.2
Kepler-1845 b,2021,Transit,11.606,2.44,2318.1
Kepler-1716 b,2021,Transit,35.581,2.42,637.4
K2-95 b,2016,Transit,10.135,3.31,586.6
Kepler-1746 b,2021,Transit,321.21,8.94,3194.8
Kepler-1745 b,2021,Transit,3.0162,1.93,3248.9
Kepler-1814 b,2021,Transit,2.9354,2.37,2369.0
Kepler-1813 b,2021,Transit,2.8182,1.41,
Kepler-1815 b,2021,Transit,12.191,2.75,3283.2
Kepler-1856 b,2021,Transit,1.302,1.73,2768.3
K2-101 b,2016,Transit,14.676,2.0,614.2
Kepler-1669 c,2021,Transit,1.6093,1.9,1772.5
Kepler-1165 c,2021,Transit,29.969,3.36,5137.6
Kepler-1816 b,2021,Transit,91.501,1.97,1428.0
Kepler-1847 b,2021,Transit,11.13,2.75,5524.6
K2-355 b,2021,Transit,5.7386,2.25,1632.4
K2-356 b,2021,Transit,21.027,2.29,1159.6
Kepler-1757 b,2021,Transit,19.656,2.95,2633.1
Kepler-1758 b,2021,Transit,9.9772,2.57,5180.7
Kepler-1819 b,2021,Transit,16.487,3.9,4446.1
Kepler-1817 b,2021,Transit,44.299,2.27,2441.5
K2-357 b,2021,Transit,16.349,3.72,1688.5
K2-358 b,2021,Transit,11.251,2.68,1566.6
Kepler-1731 b,2021,Transit,21.761,2.93,554.3
Kepler-1762 b,2021,Transit,29.539,2.76,5426.4
Kepler-1820 b,2021,Transit,31.032,3.12,4649.0
Kepler-1821 b,2021,Transit,16.458,2.59,2608.3
Kepler-1788 b,2021,Transit,2.8001,2.38,1827.9
Kepler-1859 b,2021,Transit,2.7296,1.58,4342.0
Kepler-1860 b,2021,Transit,12.737,1.14,1430.9
K2-184 b,2018,Transit,16.978,1.47,246.5
Kepler-1712 b,2021,Transit,13.815,2.28,509.7
Kepler-1763 b,2021,Transit,1.4803,1.15,2467.3
Kepler-1764 b,2021,Transit,70.468,4.56,5030.9
Kepler-1790 b,2021,Transit,31.589,3.14,3490.4
Kepler-1791 b,2021,Transit,7.7209,3.12,1964.2
EPIC 220554210 c,2019,Transit,0.70531,1.6,1618.7
K2-273 b,2018,Transit,11.72,3.05,1004.9
K2-104 b,2016,Transit,1.9742,1.79,617.4
Kepler-1792 b,2021,Transit,4.1958,2.52,1960.3
Kepler-1090 c,2021,Transit,42.427,3.29,2800.9
EPIC 220492298 b,2021,Transit,0.76241,0.99,2036.9
EPIC 206024342 c,2021,Transit,0.91172,1.4,1206.4
Kepler-1760 b,2021,Transit,38.326,2.29,
Kepler-1777 b,2021,Transit,12.184,2.13,2019.4
K2-275 c,2018,Transit,8.4388,2.21,402.6
K2-275 b,2018,Transit,3.281,2.34,402.6
Kepler-1775 b,2021,Transit,85.654,3.65,2142.9
Kepler-1797 b,2021,Transit,23.359,3.06,4365.6
Kepler-1798 b,2021,Transit,16.856,2.31,1289.0
TIC 172900988 b,2021,Transit,200.45,11.25,818.5
HD 93385 d,2021,Radial Velocity,45.85,2.89,141.4
OGLE-2018-BLG-0567L b,2021,Microlensing,,12.3,23026.6
OGLE-2018-BLG-0962L b,2021,Microlensing,,13.6,21200.1
Kepler-487 d,2021,Transit,2.4184,2.78,2845.2
Kepler-1822 b,2021,Transit,22.133,2.65,2927.6
Kepler-1823 b,2021,Transit,21.103,2.09,2364.5
HD 96700 c,2021,Radial Velocity,19.88,1.69,82.9
HD 96700 d,2021,Radial Velocity,103.5,3.61,82.9
TOI-2257 b,2021,Transit,35.189,2.19,188.5
Kepler-1769 b,2021,Transit,89.193,4.46,1429.9
Kepler-1778 b,2021,Transit,10.087,3.02,4162.7
Kepler-1824 b,2021,Transit,95.611,2.38,3392.3
HD 189567 b,2021,Radial Velocity,14.288,2.85,58.4
HD 189567 c,2021,Radial Velocity,33.688,2.54,58.4
HD 137496 c,2021,Radial Velocity,479.9,12.6,506.6
Kepler-1782 b,2021,Transit,5.7562,2.23,997.4
Kepler-1784 b,2021,Transit,13.59,2.8,2880.1
Kepler-1828 b,2021,Transit,10.274,2.12,2843.5
Kepler-1829 b,2021,Transit,5.1867,2.48,2217.6
Kepler-1776 b,2021,Transit,35.012,2.61,2251.6
Kepler-1709 b,2021,Transit,65.705,3.12,893.5
Kepler-1833 b,2021,Transit,6.8921,1.3,1929.5
TOI-3362 b,2021,Transit,18.095,12.8,1197.0
Kepler-1738 b,2021,Transit,7.6746,2.82,4249.4
Kepler-1739 b,2021,Transit,7.3437,2.43,2556.0
Kepler-1924 b,2021,Transit,15.332,2.65,6232.1
Kepler-1925 b,2021,Transit,46.716,3.0,5777.2
HATS-76 b,2021,Transit,1.9416,12.09,1257.9
Kepler-1130 d,2021,Transit,4.2723,0.64,813.2
Kepler-1802 c,2021,Transit,33.136,2.32,2076.6
Kepler-1942 b,2021,Transit,4.626,2.12,2747.8
Kepler-1943 b,2021,Transit,4.8502,1.55,3276.4
Kepler-1927 b,2021,Transit,73.75,3.41,3558.4
Kepler-1722 b,2021,Transit,9.1786,2.87,2518.8
HD 69123 b,2022,Radial Velocity,1193.3,13.1,245.0
Kepler-1266 c,2021,Transit,4.8663,1.68,2770.1
Kepler-394 d,2021,Transit,5.6136,1.5,3453.1
Kepler-1944 b,2021,Transit,9.8426,2.76,3511.0
Kepler-1945 b,2021,Transit,6.08,1.29,
Kepler-1946 b,2021,Transit,3.0352,2.49,3268.5
Kepler-1929 b,2021,Transit,59.362,3.07,1657.5
Kepler-913 c,2021,Transit,5.9391,3.86,3234.2
Kepler-324 e,2021,Transit,13.979,2.04,1635.9
Kepler-1727 b,2021,Transit,9.0293,3.17,2916.4
Kepler-1931 b,2021,Transit,38.576,2.65,2022.5
Kepler-1530 d,2021,Transit,9.2076,3.28,1597.8
Kepler-1932 b,2021,Transit,0.52418,1.51,2327.9
YZ Cet b,2017,Radial Velocity,2.0209,0.91,12.1
YZ Cet c,2017,Radial Velocity,3.0599,1.05,12.1
Kepler-281 d,2021,Transit,148.27,5.94,5692.9
Kepler-495 c,2021,Transit,5.8966,1.22,2149.1
Kepler-501 c,2021,Transit,3.6228,1.68,3670.0
Kepler-196 d,2021,Transit,122.08,2.66,1472.0
Kepler-1950 b,2021,Transit,10.777,1.53,2274.1
Kepler-1899 b,2021,Transit,4.0958,1.55,2320.6
Kepler-1869 b,2021,Transit,8.1674,1.12,368.6
Kepler-1312 c,2021,Transit,1.1161,1.03,975.5
Kepler-1952 b,2021,Transit,27.211,1.24,2779.1
Kepler-1728 b,2021,Transit,4.783,2.96,2125.8
Kepler-1926 b,2021,Transit,42.878,2.31,2176.8
Kepler-1729 b,2021,Transit,4.221,3.89,1879.2
Kepler-1972 b,2022,Transit,7.5442,0.8,937.2
Kepler-1321 d,2021,Transit,5.7209,2.63,2508.6
Kepler-1600 c,2021,Transit,7.298,1.94,3362.0
Kepler-1954 b,2021,Transit,5.8834,1.8,4480.8
Kepler-1730 b,2021,Transit,13.81,4.49,4654.5
Kepler-1721 b,2021,Transit,4.5924,3.12,2091.9
Kepler-1887 b,2021,Transit,19.948,2.92,4455.9
Kepler-1958 b,2021,Transit,9.3286,2.05,4306.5
Kepler-1726 b,2021,Transit,18.396,2.51,1273.8
Kepler-1723 b,2021,Transit,39.753,2.88,2646.0
Kepler-1705 b,2021,Transit,9.035,2.03,5327.7
OGLE-2019-BLG-0960L b,2021,Microlensing,,1.39,3196.3
Kepler-1890 b,2021,Transit,4.8206,0.87,1727.3
Kepler-1892 b,2021,Transit,6.3312,1.84,2777.5
Kepler-1959 b,2021,Transit,6.3867,1.14,1563.1
Kepler-1960 b,2021,Transit,2.2979,1.31,4982.2
Kepler-457 d,2021,Transit,10.691,2.98,3497.4
Kepler-633 c,2021,Transit,23.783,2.3,2219.6
Kepler-1861 b,2021,Transit,40.031,2.21,2707.0
Kepler-1863 b,2021,Transit,44.998,2.26,2823.0
Kepler-1895 b,2021,Transit,6.0703,2.12,3210.0
Kepler-1911 b,2021,Transit,5.9908,1.01,880.3
Kepler-1865 b,2021,Transit,2.524,1.58,3008.0
Kepler-1866 b,2021,Transit,11.66,2.08,3185.7
Kepler-1897 b,2021,Transit,24.22,2.81,3206.7
Kepler-1896 b,2021,Transit,44.87,3.1,5652.0
Kepler-1967 b,2021,Transit,7.2817,0.73,812.5
b Cen AB b,2021,Imaging,1790000.0,12.4,319.9
OGLE-2018-BLG-0532L b,2020,Microlensing,,2.37,2521.2
Kepler-1867 b,2021,Transit,9.8874,1.16,2219.8
Kepler-1868 b,2021,Transit,211.03,3.15,894.3
Kepler-1903 b,2021,Transit,17.068,2.29,5790.7
Kepler-1969 b,2021,Transit,6.6475,1.68,3928.7
Kepler-1968 b,2021,Transit,7.2811,1.5,2449.2
Kepler-1871 b,2021,Transit,1.9527,2.42,2787.4
Kepler-1872 b,2021,Transit,3.8259,2.38,2740.3
Kepler-1906 b,2021,Transit,7.3627,2.78,4437.8
Kepler-1907 b,2021,Transit,5.6525,0.87,952.7
Kepler-1913 b,2021,Transit,14.196,1.52,2858.1
HD 79181 b,2021,Radial Velocity,273.1,14.1,337.0
HD 10975 b,2021,Radial Velocity,283.8,14.3,380.0
HD 99283 b,2021,Radial Velocity,310.4,13.8,362.3
Kepler-1873 b,2021,Transit,0.55884,1.63,2677.6
Kepler-1874 b,2021,Transit,56.573,2.21,1330.7
Kepler-1909 b,2021,Transit,2.3916,1.09,2490.7
Kepler-1717 b,2021,Transit,30.653,2.99,3290.2
Kepler-1917 b,2021,Transit,12.902,1.89,2964.9
Kepler-1918 b,2021,Transit,47.056,2.3,3359.8
ups Leo b,2021,Radial Velocity,385.2,14.2,171.5
HD 219139 b,2021,Radial Velocity,275.5,14.0,342.3
Kepler-616 d,2021,Transit,51.067,2.65,3084.7
Kepler-534 c,2021,Transit,7.3787,1.23,1861.2
Kepler-1919 b,2021,Transit,37.887,2.62,3840.6
Kepler-1488 c,2021,Transit,6.1583,1.65,2954.4
gam Psc b,2021,Radial Velocity,555.1,13.6,134.7
HIP 34222 b,2021,Radial Velocity,159.99,13.9,74.5
Kepler-1881 b,2021,Transit,159.39,2.98,3448.2
Kepler-1879 b,2021,Transit,10.613,2.07,2045.6
Kepler-1934 b,2021,Transit,1.4198,0.91,1397.6
Kepler-1935 b,2021,Transit,3.9514,2.5,2950.7
Kepler-1921 b,2021,Transit,20.035,2.89,3030.0
HIP 86221 b,2021,Radial Velocity,2.224,14.0,96.2
Kepler-1883 b,2021,Transit,103.43,3.25,4493.2
Kepler-1938 b,2021,Transit,13.063,1.83,1373.6
TOI-1268 b,2022,Transit,8.1577,9.1,357.3
K2-25 b,2015,Transit,3.4846,3.44,146.6
TOI-2136 b,2022,Transit,7.8519,2.19,108.8
K2-382 b,2022,Transit,21.7,2.07,908.1
K2-376 b,2022,Transit,5.7765,1.74,527.1
iot Dra b,2002,Radial Velocity,510.85,12.4,102.2
CoRoT-35 b,2022,Transit,3.2275,18.83,3663.4
CoRoT-36 b,2022,Transit,5.6165,15.8,3020.1
K2-383 b,2022,Transit,1.866,1.56,664.7
K2-366 b,2022,Transit,15.937,2.36,606.5
iot Dra c,2021,Radial Velocity,25000.0,12.2,102.2
K2-373 b,2022,Transit,11.021,2.06,748.7
K2-367 b,2022,Transit,20.645,2.41,577.2
HD 160691 c,2004,Radial Velocity,3947.0,,50.9
HD 160691 d,2004,Radial Velocity,9.6392,3.23,50.9
K2-384 f,2022,Transit,13.627,2.22,269.6
K2-369 b,2022,Transit,5.7616,1.31,605.2
TOI-620 b,2022,Transit,5.0988,3.76,107.7
AB Aur b,2022,Imaging,,12.5,528.8
HD 33142 b,2011,Radial Velocity,330.0,13.7,395.9
K2-384 e,2022,Transit,9.715,1.34,269.6
K2-371 b,2022,Transit,3.1149,13.02,1444.3
K2-372 b,2022,Transit,9.8441,2.94,1513.0
TYC 2187-512-1 b,2022,Radial Velocity,691.9,12.5,50.5
TOI-1246 b,2022,Transit,4.3074,3.01,552.6
HD 160691 e,2006,Radial Velocity,307.9,,50.9
K2-393 b,2022,Transit,10.413,2.35,867.3
K2-375 b,2022,Transit,14.454,2.24,2270.4
HIP 94235 b,2022,Transit,7.7131,3.0,190.8
KOI-984 c,2022,Transit Timing Variations,21.512,14.1,824.1
K2-389 c,2022,Transit,20.851,2.04,845.4
K2-390 b,2022,Transit,3.3128,4.66,1487.7
HD 73583 b,2022,Transit,6.398,2.79,103.0
HD 103891 b,2022,Radial Velocity,1919.0,13.2,181.1
HD 105779 b,2022,Radial Velocity,2412.0,14.1,180.2
HD 33142 d,2022,Radial Velocity,89.9,9.32,395.9
HD 19615 b,2022,Radial Velocity,402.0,12.6,864.8
K2-391 b,2022,Transit,4.6227,1.37,1656.7
HD 73583 c,2022,Transit,18.88,2.39,103.0
GJ 411 b,2019,Radial Velocity,12.939,1.45,18.5
TOI-1064 c,2022,Transit,12.227,2.65,222.0
K2-316 b,2020,Transit,1.133,1.33,366.9
HD 95735 c,2021,Radial Velocity,2946.0,3.76,18.5
TOI-2669 b,2022,Transit,6.2034,19.73,1283.2
TOI-4329 b,2022,Transit,2.9223,16.81,2339.0
K2-397 b,2022,Transit,3.5723,2.42,650.2
K2-316 c,2020,Transit,5.26,1.83,366.9
TOI-2046 b,2022,Transit,1.4972,16.14,944.8
Kepler-1656 c,2022,Radial Velocity,1919.0,14.0,606.2
TOI-206 b,2022,Transit,0.73631,1.3,155.7
K2-398 c,2022,Transit,18.788,5.1,1979.7
K2-319 b,2020,Transit,26.68,2.79,681.9
mu2 Sco b,2022,Imaging,,12.3,
TOI-1693 b,2022,Transit,1.7667,1.41,100.4
K2-402 b,2022,Transit,17.275,2.68,1706.0
K2-323 b,2020,Transit,24.93,2.1,385.9
HD 81040 b,2005,Radial Velocity,1002.7,12.6,112.3
HD 171238 b,2009,Radial Velocity,1515.0,12.5,146.2
HD 87883 b,2009,Radial Velocity,3006.0,12.7,59.7
TOI-2411 b,2022,Transit,0.78269,1.68,194.2
TOI-2427 b,2022,Transit,1.306,1.8,93.0
K2-404 b,2022,Transit,13.115,2.53,396.7
K2-325 b,2020,Transit,6.93,2.2,364.1
HD 106515 A b,2012,Radial Velocity,3626.0,12.1,111.2
KMT-2017-BLG-2509L b,2021,Microlensing,,13.4,22961.4
K2-406 b,2022,Transit,22.549,4.6,278.5
K2-326 b,2020,Transit,1.256,2.28,920.8
TOI-5153 b,2022,Transit,20.33,11.88,1273.6
NGTS-20 b,2022,Transit,54.189,11.99,1248.8
HD 29021 b,2017,Radial Velocity,1365.0,12.9,101.1
KMT-2021-BLG-0912L b,2022,Microlensing,,1.49,18134.3
K2-407 c,2022,Transit,9.2245,1.36,712.2
K2-199 b,2018,Transit,3.2254,1.73,350.7
Ross 508 b,2022,Radial Velocity,10.77,1.83,36.6
K2-387 b,2022,Transit,28.735,7.32,868.6
K2-374 b,2022,Transit,4.522,1.59,1172.3
HD 136118 b,2022,Radial Velocity,1187.6,12.3,167.8
HD 140901 b,2022,Radial Velocity,9.0238,4.07,49.7
