genus,named_by,first_mya,last_mya,first_stage,last_stage,finds
Bambiraptor,Burnham et al. 2000,83.6,72.2,Campanian,,1
Vectiraptor,Longrich et al. 2022,125.77,121.4,Barremian,,1
Saurornitholestes,Sues 1978,83.6,66.0,Campanian,Maastrichtian,148
Atrociraptor,Currie and Varricchio 2004,83.6,66.0,Campanian,Maastrichtian,6
Zapsalis,Cope 1876,85.7,66.0,Santonian,Maastrichtian,7
Boreonykus,Bell and Currie 2016,83.6,72.2,Campanian,,2
Itemirus,Kurzanov 1976,93.9,89.8,Turonian,,5
Dakotaraptor,DePalma et al. 2015,72.2,66.0,Maastrichtian,,2
Yurgovuchia,Senter et al. 2012,139.1,132.6,Berriasian,Valanginian,2
Dromaeosaurus,Matthew and Brown 1922,110.1,66.0,Albian,Maastrichtian,48
Adasaurus,Barsbold 1977,72.2,66.0,Maastrichtian,,1
Deinonychus,Ostrom 1969,143.1,93.9,Berriasian,Cenomanian,47
Tsaagan,Norell et al. 2006,83.6,72.2,Campanian,,1
Acheroraptor,Evans et al. 2013,72.2,66.0,Maastrichtian,,3
Linheraptor,Xu et al. 2010,83.6,72.2,Campanian,,1
Dineobellator,Jasinski et al. 2020,72.2,66.0,Maastrichtian,,1
Shri,Turner et al. 2021,83.6,72.2,Campanian,,2
Velociraptor,Osborn 1924,89.8,66.0,Coniacian,Maastrichtian,20
Kansaignathus,Averianov and Lopatin 2021,85.7,83.6,Santonian,,1
Utahraptor,Kirkland et al. 1993,137.05,132.6,Valanginian,,4
Achillobator,Perle et al. 1999,100.5,83.6,Cenomanian,Santonian,1
Luanchuanraptor,Lü and et al 2007,72.2,66.0,Maastrichtian,,1
Pyroraptor,Allain and Taquet 2000,83.6,66.0,Campanian,Maastrichtian,3
Neuquenraptor,Novas and Pol 2005,93.9,85.7,Turonian,Coniacian,2
Unenlagia,Novas and Puerta 1997,93.9,85.7,Turonian,Coniacian,2
Ypupiara,Brum et al. 2021,72.2,66.0,Maastrichtian,,1
Buitreraptor,Makovicky et al. 2005,113.2,110.1,Albian,,3
Diuqin,Porfiri et al. 2024,85.7,83.6,Santonian,,1
Austroraptor,Novas et al. 2008,72.2,66.0,Maastrichtian,,2
Rahonavis,Forster et al. 1998,72.2,66.0,Maastrichtian,,2
Rahona,Forster et al. 1998,72.2,66.0,Maastrichtian,,2
Hulsanpes,Osmolska 1982,83.6,72.2,Campanian,,1
Halszkaraptor,Cau et al. 2017,83.6,72.2,Campanian,,1
Natovenator,Lee et al. 2022,83.6,72.2,Campanian,,1
Mahakala,Turner et al. 2007,83.6,72.2,Campanian,,1
Serikornis,Lefèvre et al. 2017,161.5,154.8,Oxfordian,,1
Pneumatoraptor,Osi et al. 2010,85.7,83.6,Santonian,,1
Caihong,Hu et al. 2018,161.5,154.8,Oxfordian,,1
Overoraptor,Motta et al. 2020,110.1,106.3,Albian,,1
Archaeopteryx,Meyer 1861,149.2,121.4,Tithonian,Barremian,10
Jurapteryx,Howgate 1985,149.2,121.4,Tithonian,Barremian,10
Griphosaurus,Wagner 1861,149.2,121.4,Tithonian,Barremian,10
Archaeornis,Petronievics 1917,149.2,121.4,Tithonian,Barremian,10
Baminornis,Chen et al. 2025,152.21,145.06,Kimmeridgian,Tithonian,1
Alcmonavis,Rauhut et al. 2019,149.2,145.06,Tithonian,,1
Zhengheornis,Wang et al. 2026,152.21,145.06,Kimmeridgian,Tithonian,1
Dalianraptor,Gao and Liu 2005,121.4,113.2,Aptian,,1
Fukuipteryx,Imai et al. 2019,121.4,113.2,Aptian,,1
Kompsornis,Wang et al. 2020,121.4,113.2,Aptian,,1
Neimengornis,Wang et al. 2021,121.4,113.2,Aptian,,1
Aurornis,Godefroit et al. 2013,168.2,152.21,Bathonian,Kimmeridgian,1
Fujianvenator,Xu et al. 2023,152.21,145.06,Kimmeridgian,Tithonian,1
Kunpengornis,Huang et al. 2026,121.4,113.2,Aptian,,1
Bellulia,Wang et al. 2016,121.4,113.2,Aptian,,1
Dingavis,O'Connor et al. 2016,121.4,113.2,Aptian,,1
Chaoyangia,Hou and Zhang 1993,121.4,113.2,Aptian,,1
Vorona,Forster et al. 1996,72.2,66.0,Maastrichtian,,5
Zhongjianornis,Zhou et al. 2010,121.4,113.2,Aptian,,1
Mengciusornis,Wang et al. 2020,121.4,113.2,Aptian,,1
Liaoningornis,Hou 1997,125.77,119.57,Barremian,Aptian,1
Antarcticavis,Cordes-Person et al. 2020,72.2,66.0,Maastrichtian,,1
Apsaravis,Norell and Clarke 2001,83.6,72.2,Campanian,,1
Hollanda,Bell et al. 2010,83.6,72.2,Campanian,,1
Changmaornis,Wang et al. 2013,121.4,113.2,Aptian,,1
Jiuquanornis,Wang et al. 2013,121.4,113.2,Aptian,,1
Archaeorhynchus,Zhou and Zhang 2006,125.77,113.2,Barremian,Aptian,2
Jianchangornis,Zhou et al. 2009,121.4,113.2,Aptian,,1
Schizooura,Zhou et al. 2012,121.4,113.2,Aptian,,1
Piscivoravis,Zhou et al. 2013,121.4,113.2,Aptian,,1
Juehuaornis,Wang et al. 2015,121.4,113.2,Aptian,,1
Longicrusavis,O'Connor et al. 2010,125.77,119.57,Barremian,Aptian,1
Hongshanornis,Zhou and Zhang 2005,125.77,119.57,Barremian,Aptian,2
Tianyuornis,Zheng et al. 2014,125.77,121.4,Barremian,,1
Archaeornithura,Wang et al. 2015,132.6,125.77,Hauterivian,,1
Songlingornis,Hou 1997,121.4,113.2,Aptian,,1
Parahongshanornis,Li et al. 2011,121.4,113.2,Aptian,,1
Yixianornis,Zhou and Zhang 2001,121.4,113.2,Aptian,,1
Yumenornis,Wang et al. 2013,121.4,113.2,Aptian,,1
Patagopteryx,Alvarenga and Bonaparte 1992,85.7,83.6,Santonian,,1
Ambiortus,Kurochkin 1982,132.6,121.4,Hauterivian,Barremian,1
Eogranivora,Zheng et al. 2018,125.77,119.57,Barremian,Aptian,1
Kaririavis,Carvalho et al. 2021,119.57,113.2,Aptian,,1
Cerebavis,Kurochkin and Saveliev 2006,100.5,93.9,Cenomanian,,1
Tingmiatornis,Bono et al. 2016,100.5,93.9,Cenomanian,,1
Gargantuavis,Buffetaut and Le Loeuff 1998,83.6,66.0,Campanian,Maastrichtian,4
Kookne,Novas et al. 2019,72.2,66.0,Maastrichtian,,1
Kuszholia,Nessov 1992,93.9,89.8,Turonian,,2
Enaliornis,Seeley 1876,106.3,100.5,Albian,,2
Pelagornis,Seeley 1866,106.3,100.5,Albian,,2
Baptornis,Marsh 1877,89.8,72.2,Coniacian,Campanian,10
Parascaniornis,Lambrecht 1933,89.8,72.2,Coniacian,Campanian,10
Judinornis,Nessov and Borkin 1983,72.2,66.0,Maastrichtian,,1
Fumicollis,Bell and Chiappe 2015,89.8,83.6,Coniacian,Santonian,1
Pasquiaornis,Tokaryk et al. 1997,100.5,93.9,Cenomanian,,2
Chupkaornis,Tanaka et al. 2018,89.8,83.6,Coniacian,Santonian,1
Canadaga,Hou 1999,83.6,66.0,Campanian,Maastrichtian,2
Hesperornis,Marsh 1872,89.8,66.0,Coniacian,Maastrichtian,65
Hargeria,Lucas 1903,89.8,66.0,Coniacian,Maastrichtian,65
Lestornis,Marsh 1876,89.8,66.0,Coniacian,Maastrichtian,65
Coniornis,Marsh 1893,89.8,66.0,Coniacian,Maastrichtian,65
Parahesperornis,Martin 1984,89.8,83.6,Coniacian,Santonian,3
Asiahesperornis,Nessov and Prizemlin 1991,83.6,66.0,Campanian,Maastrichtian,2
Brodavis,Martin et al. 2012,83.6,66.0,Campanian,Maastrichtian,5
Potamornis,Elzanowski et al. 2001,72.2,66.0,Maastrichtian,,1
Archaeovolans,Czerkas and Xu 2002,121.4,113.2,Aptian,,1
Limenavis,Clarke and Chiappe 2001,72.2,66.0,Maastrichtian,,1
Apatornis,Marsh 1873,89.8,83.6,Coniacian,Santonian,1
Iaceornis,Clarke 2004,85.7,83.6,Santonian,,1
Janavis,Benito et al. 2022,72.2,66.0,Maastrichtian,,1
Ichthyornis,Marsh 1872,100.5,72.2,Cenomanian,Campanian,33
Plegadornis,Wetmore 1962,100.5,72.2,Cenomanian,Campanian,33
Angelinornis,Kashin 1972,100.5,72.2,Cenomanian,Campanian,33
Colonosaurus,Marsh 1872,100.5,72.2,Cenomanian,Campanian,33
Similiyanornis,Wang et al. 2020,121.4,113.2,Aptian,,1
Yanornis,Zhou and Zhang 2001,125.77,113.2,Barremian,Aptian,4
Aberratiodontus,Gong et al. 2004,125.77,113.2,Barremian,Aptian,4
Abitusavis,Wang et al. 2020,125.77,119.57,Barremian,Aptian,1
Palintropus,Brodkorb 1970,83.6,72.2,Campanian,,1
Crateropteryx,Seeley 1900,168.2,165.3,Bathonian,,1
Feitianius,O'Connor et al. 2016,121.4,113.2,Aptian,,1
Fortipesavis,Clark and O’Connor 2021,100.5,93.9,Cenomanian,,1
Paraprotopteryx,Zheng et al. 2007,132.6,125.77,Hauterivian,,1
Lectavis,Chiappe 1993,72.2,66.0,Maastrichtian,,1
Gretcheniao,Chiappe et al. 2019,125.77,119.57,Barremian,Aptian,1
Dapingfangornis,Li et al. 2006,121.4,113.2,Aptian,,2
Houornis,Wang and Liu 2015,121.4,113.2,Aptian,,1
Sinornis,Sereno and Rao 1992,121.4,113.2,Aptian,,1
Gurilynia,Kurochkin 1999,72.2,66.0,Maastrichtian,,1
Kizylkumavis,Nessov 1984,93.9,89.8,Turonian,,1
Abavornis,Panteleyev 1998,93.9,89.8,Turonian,,2
Zhyraornis,Nessov 1984,100.5,89.8,Cenomanian,Turonian,3
Nanantius,Molnar 1986,106.3,100.5,Albian,,2
Alexornis,Brodkorb 1976,85.7,83.6,Santonian,,1
Incolornis,Panteleyev 1998,93.9,89.8,Turonian,,1
Explorornis,Panteleyev 1998,93.9,89.8,Turonian,,3
Lenesornis,Kurochkin 1996,93.9,89.8,Turonian,,1
Sazavis,Nessov 1989,93.9,89.8,Turonian,,2
Catenoleimus,Panteleyev 1998,93.9,89.8,Turonian,,1
Yungavolucris,Chiappe 1993,72.2,66.0,Maastrichtian,,1
Neobohaiornis,Shen et al. 2024,121.4,113.2,Aptian,,1
Longusunguis,Wang et al. 2014,121.4,113.2,Aptian,,1
Parabohaiornis,Wang et al. 2014,121.4,113.2,Aptian,,1
Shenqiornis,Wang et al. 2010,161.5,121.4,Oxfordian,Barremian,1
Bohaiornis,Hu et al. 2011,121.4,113.2,Aptian,,2
Sulcavis,O'Connor et al. 2013,121.4,113.2,Aptian,,1
Zhouornis,Zhang et al. 2013,121.4,113.2,Aptian,,2
Holbotia,Zelenkov and Averianov 2015,132.6,121.4,Hauterivian,Barremian,1
Imparavis,Wang et al. 2024,121.4,119.57,Aptian,,1
Falcatakely,O'Connor et al. 2020,72.2,66.0,Maastrichtian,,1
Cruralispennia,Wang et al. 2017,132.6,125.77,Hauterivian,,1
Iberomesornis,Sanz et al. 1990,125.77,121.4,Barremian,,2
Orienantius,Liu et al. 2019,132.6,125.77,Hauterivian,,1
Gobipteryx,Elzanowski 1974,83.6,66.0,Campanian,Maastrichtian,8
Microenantiornis,Wei and Li 2017,121.4,113.2,Aptian,,1
Concornis,Sanz and Buscalioni 1992,125.77,121.4,Barremian,,2
Yuornis,Xu et al. 2021,72.2,66.0,Maastrichtian,,1
Otogornis,Hou 1994,125.77,121.4,Barremian,,1
Gobipipus,Kurochkin et al. 2013,83.6,72.2,Campanian,,1
Shangyang,Wang and Zhou 2019,121.4,113.2,Aptian,,1
Yatenavis,Álvarez Herrera et al. 2023,72.2,66.0,Maastrichtian,,1
Parvavis,Wang et al. 2014,93.9,83.6,Turonian,Santonian,1
Navaornis,Chiappe et al. 2024,83.6,66.0,Campanian,Maastrichtian,1
Eoalulavis,Sanz et al. 1996,125.77,121.4,Barremian,,1
Halimornis,Chiappe et al. 2002,83.6,72.2,Campanian,,1
Neuquenornis,Chiappe and Calvo 1994,85.7,83.6,Santonian,,2
Intiornis,Novas et al. 2010,83.6,72.2,Campanian,,1
Soroavisaurus,Chiappe 1993,72.2,66.0,Maastrichtian,,1
Mirarce,Atterholt et al. 2018,83.6,72.2,Campanian,,1
Bauxitornis,Dyke and Osi 2010,85.7,83.6,Santonian,,2
Avisaurus,Brett-Surman and Paul 1985,72.2,66.0,Maastrichtian,,2
Gettyia,Atterholt et al. 2018,83.6,72.2,Campanian,,1
Enantiophoenix,Cau and Arduini 2008,100.5,93.9,Cenomanian,,1
Elsornis,Chiappe et al. 2007,83.6,72.2,Campanian,,1
Piscivorenantiornis,Wang and Zhou 2017,121.4,113.2,Aptian,,1
Yuanjiawaornis,Hu et al. 2015,121.4,113.2,Aptian,,1
Longchengornis,Hou 1997,121.4,113.2,Aptian,,1
Gracilornis,Li and Hou 2011,121.4,113.2,Aptian,,1
Alethoalaornis,Li et al. 2007,121.4,113.2,Aptian,,1
Largirostrornis,Hou 1997,121.4,113.2,Aptian,,1
Eopengornis,Wang et al. 2014,132.6,125.77,Hauterivian,,1
Chiappeavis,O'Connor et al. 2016,121.4,113.2,Aptian,,1
Pengornis,Zhou et al. 2008,121.4,113.2,Aptian,,1
Yuanchuavis,Wang et al. 2021,143.1,100.5,Berriasian,Albian,1
Parapengornis,Hu et al. 2015,125.77,113.2,Barremian,Aptian,2
Qiliania,Ji et al. 2011,121.4,113.2,Aptian,,1
Junornis,Liu et al. 2017,125.77,119.57,Barremian,Aptian,1
Dunhuangia,Wang et al. 2015,121.4,113.2,Aptian,,1
Flexomornis,Tykoski and Fiorillo 2010,100.5,93.9,Cenomanian,,1
Brevirostruavis,Li et al. 2021,121.4,113.2,Aptian,,1
Huoshanornis,Wang et al. 2010,121.4,113.2,Aptian,,1
Elektorornis,Xing et al. 2019,100.5,93.9,Cenomanian,,1
Xiangornis,Hu et al. 2012,121.4,113.2,Aptian,,1
Fortunguavis,Wang et al. 2014,121.4,113.2,Aptian,,1
Linyiornis,Wang et al. 2016,121.4,113.2,Aptian,,1
Cathayornis,Zhou et al. 1992,121.4,113.2,Aptian,,3
Musivavis,Wang et al. 2022,121.4,113.2,Aptian,,1
Vescornis,Zhang et al. 2004,125.77,119.57,Barremian,Aptian,1
Eoenantiornis,Hou et al. 1999,125.77,119.57,Barremian,Aptian,1
Cratoavis,Carvalho et al. 2015,119.57,113.2,Aptian,,1
Grabauornis,Dalsatt et al. 2014,125.77,119.57,Barremian,Aptian,1
Martinavis,Walker et al. 2007,83.6,66.0,Campanian,Maastrichtian,6
Elbretornis,Walker and Dyke 2009,72.2,66.0,Maastrichtian,,2
Dalingheornis,Zhang et al. 2006,125.77,119.57,Barremian,Aptian,1
Enantiornis,Walker 1981,93.9,66.0,Turonian,Maastrichtian,4
Eocathayornis,Zhou 2002,121.4,113.2,Aptian,,1
Evgenavis,O'Connor et al. 2014,125.77,113.2,Barremian,Aptian,1
Noguerornis,Lacasa Ruiz 1989,125.77,121.4,Barremian,,1
Avimaia,Bailleul et al. 2019,121.4,113.2,Aptian,,1
Monoenantiornis,Hu and O'Connor 2017,121.4,113.2,Aptian,,1
Protopteryx,Zhang and Zhou 2000,132.6,121.4,Hauterivian,Barremian,2
Pterygornis,Wang et al. 2014,121.4,113.2,Aptian,,1
Castignovolucris,Buffetaut et al. 2023,83.6,66.0,Campanian,Maastrichtian,1
Longirostravis,Hou et al. 2004,125.77,119.57,Barremian,Aptian,1
Chromeornis,O’Connor et al. 2025,121.4,113.2,Aptian,,1
Longipteryx,Zhang et al. 2000,121.4,113.2,Aptian,,3
Shengjingornis,Li et al. 2012,121.4,113.2,Aptian,,1
Camptodontornis,Demirjian 2019,121.4,113.2,Aptian,,1
Camptodontus,Li et al. 2010,121.4,113.2,Aptian,,1
Rapaxavis,Morschhauser et al. 2009,121.4,113.2,Aptian,,1
Boluochia,Zhou 1995,121.4,113.2,Aptian,,1
Shanweiniao,O'Connor et al. 2009,125.77,119.57,Barremian,Aptian,1
Xinghaiornis,Wang et al. 2013,125.77,119.57,Barremian,Aptian,1
Alamitornis,Agnolin and Martinelli 2009,72.2,66.0,Maastrichtian,,1
Qiupanykus,Lü et al. 2018,72.2,66.0,Maastrichtian,,1
Tugulusaurus,Dong 1973,137.05,100.5,Valanginian,Albian,1
Xiyunykus,Xu et al. 2018,137.05,132.6,Valanginian,,1
Patagonykus,Novas 1994,93.9,85.7,Turonian,Coniacian,1
Elopteryx,Andrews 1913,72.2,66.0,Maastrichtian,,3
Albertonykus,Longrich and Currie 2009,72.2,66.0,Maastrichtian,,2
Achillesaurus,Martinelli and Vera 2007,85.7,83.6,Santonian,,1
Alvarezsaurus,Bonaparte 1991,85.7,83.6,Santonian,,1
Trierarchuncus,Fowler et al. 2020,72.2,66.0,Maastrichtian,,6
Alnashetri,Makovicky et al. 2012,113.2,110.1,Albian,,2
Albinykus,Nesbitt et al. 2011,85.7,72.2,Santonian,Campanian,1
Ceratonykus,Alifanov and Barsbold 2009,83.6,72.2,Campanian,,1
Shuvuuia,Chiappe et al. 1998,83.6,72.2,Campanian,,3
Jaculinykus,Kubo et al. 2023,83.6,72.2,Campanian,,1
Linhenykus,Xu et al. 2011,83.6,72.2,Campanian,,2
Ondogurvel,Averianov and Lopatin 2022,83.6,72.2,Campanian,,1
Parvicursor,Karhu and Rautian 1996,83.6,72.2,Campanian,,1
Xixianykus,Xu et al. 2010,89.8,83.6,Coniacian,Santonian,1
Mononykus,Perle et al. 1993,83.6,66.0,Campanian,Maastrichtian,6
Mononychus,Perle et al. 1993,83.6,66.0,Campanian,Maastrichtian,6
Dzharaonyx,Averianov and Sues 2022,93.9,89.8,Turonian,,1
Khulsanurus,Averianov and Lopatin 2021,83.6,72.2,Campanian,,1
Nemegtonykus,Lee et al. 2019,72.2,66.0,Maastrichtian,,1
Bonapartenykus,Agnolin et al. 2012,72.2,66.0,Maastrichtian,,3
Bannykus,Xu et al. 2018,121.4,113.2,Aptian,,1
Haplocheirus,Choiniere et al. 2010,161.5,154.8,Oxfordian,,1
Aorun,Choiniere et al. 2013,165.3,161.5,Callovian,,1
Shishugounykus,Qin et al. 2019,161.5,154.8,Oxfordian,,1
Jinbeisaurus,Wu et al. 2020,100.5,72.2,Cenomanian,Campanian,1
Eotyrannus,Hutt et al. 2001,132.6,121.4,Hauterivian,Barremian,1
Xiongguanlong,Li et al. 2009,121.4,113.2,Aptian,,1
Suskityrannus,Nesbitt et al. 2019,93.9,89.8,Turonian,,1
Gualicho,Apesteguia et al. 2016,110.1,106.3,Albian,,1
Timimus,Rich and Vickers-Rich 1994,113.2,93.9,Albian,Cenomanian,2
Dryptosaurus,Marsh 1877,113.2,66.0,Albian,Maastrichtian,13
Laelaps,Cope 1866,113.2,66.0,Albian,Maastrichtian,13
Moros,Zanno et al. 2019,100.5,93.9,Cenomanian,,1
Timurlengia,Brusatte et al. 2016,93.9,89.8,Turonian,,1
Juratyrant,Brusatte and Benson 2013,145.06,143.1,Tithonian,,1
Khankhuuluu,Voris et al. 2025,100.5,83.6,Cenomanian,Santonian,2
Raptorex,Sereno et al. 2009,125.77,66.0,Barremian,Maastrichtian,1
Alectrosaurus,Gilmore 1933,100.5,72.2,Cenomanian,Campanian,19
Kileskus,Averianov et al. 2010,168.2,165.3,Bathonian,,2
Yutyrannus,Xu et al. 2012,125.77,119.57,Barremian,Aptian,1
Sinotyrannus,Ji et al. 2009,121.4,113.2,Aptian,,1
Guanlong,Xu et al. 2006,161.5,154.8,Oxfordian,,1
Proceratosaurus,Huene 1926,168.2,165.3,Bathonian,,1
Calamosaurus,Lydekker 1891,125.77,119.57,Barremian,Aptian,1
Appalachiosaurus,Carr et al. 2005,85.7,66.0,Santonian,Maastrichtian,6
Dilong,Xu et al. 2004,125.77,119.57,Barremian,Aptian,2
Nanotyrannus,Bakker et al. 1988,72.2,66.0,Maastrichtian,,6
Stokesosaurus,Madsen 1974,154.8,143.1,Kimmeridgian,Tithonian,6
Lythronax,Loewen et al. 2013,83.6,72.2,Campanian,,1
Tarbosaurus,Maleev 1955,89.8,66.0,Coniacian,Maastrichtian,56
Maleevosaurus,Carpenter 1992,89.8,66.0,Coniacian,Maastrichtian,56
Shanshanosaurus,Dong 1977,89.8,66.0,Coniacian,Maastrichtian,56
Jenghizkhan,Olshevsky 1995,89.8,66.0,Coniacian,Maastrichtian,56
Tyrannosaurus,Osborn 1905,83.6,66.0,Campanian,Maastrichtian,87
Stygivenator,Olshevsky 1995,83.6,66.0,Campanian,Maastrichtian,87
Dynamosaurus,Osborn 1905,83.6,66.0,Campanian,Maastrichtian,87
Dinotyrannus,Olshevsky 1995,83.6,66.0,Campanian,Maastrichtian,87
Manospondylus,Cope 1892,83.6,66.0,Campanian,Maastrichtian,87
Zhuchengtyrannus,Hone et al. 2011,83.6,72.2,Campanian,,1
Asiatyrannus,Zheng et al. 2024,72.2,66.0,Maastrichtian,,1
Dynamoterror,McDonald et al. 2018,83.6,72.2,Campanian,,1
Bistahieversor,Carr and Williamson 2010,83.6,72.2,Campanian,,4
Labocania,Molnar 1974,85.7,72.2,Santonian,Campanian,2
Teratophoneus,Carr et al. 2011,83.6,72.2,Campanian,,3
Daspletosaurus,Russell 1970,83.6,66.0,Campanian,Maastrichtian,21
Thanatotheristes,Voris et al. 2020,83.6,72.2,Campanian,,2
Nanuqsaurus,Fiorillo and Tykoski 2014,72.2,66.0,Maastrichtian,,1
Alioramus,Kurzanov 1976,72.2,66.0,Maastrichtian,,3
Bagaraatan,Osmólska 1996,72.2,66.0,Maastrichtian,,1
Yezosaurus,Muramoto and Obata 1977,85.7,72.2,Santonian,Campanian,1
Albertosaurus,Osborn 1905,85.7,66.0,Santonian,Maastrichtian,32
Gorgosaurus,Lambe 1914,83.6,66.0,Campanian,Maastrichtian,20
Teihivenator,Yun 2017,72.2,66.0,Maastrichtian,,1
Aratasaurus,Sayão et al. 2020,113.2,110.1,Albian,,1
Coelurus,Marsh 1879,157.9,113.2,,,14
Dracovenator,Yates 2005,201.4,192.9,Hettangian,Sinemurian,2
Liliensternus,Welles 1984,227.3,201.4,Norian,Rhaetian,5
Zupaysaurus,Arcucci and Coria 2003,227.3,205.7,Norian,,1
Sauropus,Hitchcock 1845,227.3,205.7,Norian,,8
Chimaera,Hitchcock 1858,227.3,205.7,Norian,,8
Chimaerichnus,Hitchcock 1871,227.3,205.7,Norian,,8
Aethyopus,Hitchcock 1848,227.3,205.7,Norian,,8
Kank,Motta et al. 2026,72.2,66.0,Maastrichtian,,2
Ovoraptor,Osborn 1924,83.6,72.2,Campanian,,1
Alwalkeria,Chatterjee and Creisler 1994,237.0,227.3,Carnian,,1
Walkeria,Chatterjee 1987,237.0,227.3,Carnian,,1
Eodromaeus,Martinez et al. 2011,237.0,227.3,Carnian,,1
Ptychotherates,Srivastava and Nesbitt 2026,205.7,201.4,Rhaetian,,1
Nhandumirim,Marsola et al. 2019,227.3,205.7,Norian,,1
Saltopus,Huene 1910,237.0,205.7,Carnian,Norian,1
Chindesaurus,Long and Murry 1995,227.3,205.7,Norian,,2
Thecodontosaurus,Riley and Stutchbury 1836,247.0,192.9,,,14
Bagualosaurus,Pretto et al. 2019,237.0,205.7,Carnian,Norian,1
Yimenosaurus,Bai et al. 1990,201.4,199.5,Hettangian,,1
Gyposaurus,Broom 1911,201.4,174.7,Hettangian,Toarcian,9
Ammosaurus,Marsh 1891,201.4,199.5,Hettangian,,3
Yaleosaurus,Huene 1932,201.4,199.5,Hettangian,,3
Actiosaurus,Sauvage 1883,205.7,201.4,Rhaetian,,1
Buriolestes,Cabreira et al. 2016,237.0,227.3,Carnian,,1
Arcusaurus,Yates et al. 2011,201.4,192.9,Hettangian,Sinemurian,1
Issi,Beccari et al. 2021,227.3,205.7,Norian,,1
Xixiposaurus,Sekiya 2010,201.4,192.9,Hettangian,Sinemurian,1
Unaysaurus,Leal et al. 2004,227.3,205.7,Norian,,1
Plateosaurus,Meyer 1837,227.3,199.5,Norian,Hettangian,36
Sellosaurus,Huene 1905,227.3,199.5,Norian,Hettangian,36
Platysaurus,Agassiz 1846,227.3,199.5,Norian,Hettangian,36
Ruehleia,Galton 2001,227.3,205.7,Norian,,1
Plateosauravus,Huene 1932,227.3,201.4,Norian,Rhaetian,2
Jaklapallisaurus,Novas et al. 2011,227.3,201.4,Norian,Rhaetian,2
Macrocollum,Müller et al. 2018,227.3,205.7,Norian,,2
Panphagia,Martínez and Alcober 2009,237.0,227.3,Carnian,,1
Saturnalia,Langer et al. 1999,237.0,227.3,Carnian,,3
Chromogisaurus,Ezcurra 2010,237.0,227.3,Carnian,,1
Pampadromaeus,Cabreira et al. 2011,237.0,227.3,Carnian,,3
Pantydraco,Galton et al. 2007,237.0,227.3,Carnian,,1
Nambalia,Novas et al. 2011,227.3,205.7,Norian,,1
Kholumolumo,Peyre de Fabrègues and Allain 2020,227.3,205.7,Norian,,1
Huayracursor,Hechenleitner et al. 2025,237.0,205.7,Carnian,Norian,1
Guaibasaurus,Bonaparte et al. 1999,227.3,205.7,Norian,,3
Agnosphitys,Fraser et al. 2002,237.0,227.3,Carnian,,1
Ahvaytum,Lovelace et al. 2025,237.0,227.3,Carnian,,1
Qianlong,Han et al. 2023,199.5,192.9,Sinemurian,,1
Eoraptor,Sereno et al. 1993,233.6,227.3,Carnian,,1
Mbiresaurus,Griffin et al. 2022,237.0,227.3,Carnian,,4
Asylosaurus,Galton 2007,205.7,201.4,Rhaetian,,1
Efraasia,Galton 1973,227.3,205.7,Norian,,5
Riojasaurus,Bonaparte 1969,227.3,205.7,Norian,,2
Strenusaurus,Bonaparte 1969,227.3,205.7,Norian,,2
Eucnemesaurus,Van Hoepen 1920,227.3,201.4,Norian,Rhaetian,4
Aliwalia,Galton 1985,227.3,201.4,Norian,Rhaetian,4
Xiangyunloong,Hu et al. 2026,201.4,174.7,Hettangian,Toarcian,1
Wudingloong,Wang et al. 2025,201.4,192.9,Hettangian,Sinemurian,1
Ignavusaurus,Knoll 2010,201.4,192.9,Hettangian,Sinemurian,2
Pradhania,Kutty et al. 2007,201.4,192.9,Hettangian,Sinemurian,1
Leyesaurus,Apaldetti et al. 2011,201.4,174.7,Hettangian,Toarcian,1
Lufengosaurus,Young 1940,201.4,168.2,Hettangian,Bajocian,28
Sarahsaurus,Rowe et al. 2011,199.5,184.2,Sinemurian,Pliensbachian,2
Massospondylus,Owen 1854,237.0,174.7,Carnian,Toarcian,80
Adeopapposaurus,Martínez 2009,201.4,174.7,Hettangian,Toarcian,2
Glacialisaurus,Smith and Pol 2007,199.5,184.2,Sinemurian,Pliensbachian,1
Coloradisaurus,Lambert 1983,227.3,205.7,Norian,,2
Ngwevu,Chapelle et al. 2019,201.4,192.9,Hettangian,Sinemurian,1
Anchisaurus,Marsh 1885,201.4,192.9,Hettangian,Sinemurian,5
Amphisaurus,Marsh 1882,201.4,192.9,Hettangian,Sinemurian,5
Megadactylus,Hitchcock 1865,201.4,192.9,Hettangian,Sinemurian,5
Musankwa,Barrett et al. 2024,237.0,205.7,Carnian,Norian,1
Tuebingosaurus,Regalado Fernández and Werneburg 2022,227.3,205.7,Norian,,1
Leonerasaurus,Pol et al. 2011,192.9,184.2,Pliensbachian,,1
Camelotia,Galton 1985,205.7,201.4,Rhaetian,,2
Melanorosaurus,Haughton 1924,227.3,192.9,Norian,Sinemurian,9
Seitaad,Sertich and Loewen 2010,192.9,174.7,Pliensbachian,Toarcian,1
Xingxiulong,Wang et al. 2017,201.4,174.7,Hettangian,Toarcian,2
Gongxianosaurus,He et al. 1998,184.2,174.7,Toarcian,,1
